*** *** Fz 1
descripcion descripcion VMIS3P0 0.923476
: : Fd 1
siguiendo seguir VMG0000 1
los el DA0MP0 0.976481
lineamientos lineamiento NCMP000 1
de de SPS00 0.999984
la el DA0FS0 0.972269
constitución constitución NCFS000 1
de de SPS00 0.999984
la el DA0FS0 0.972269
república república NCFS000 1
bolivariana bolivariano AQ0FS0 1
de de SPS00 0.999984
venezuela vena NCFS00X 1
, , Fc 1
de de SPS00 1
el el DA0MS0 1
proyecto proyecto NCMS000 0.986111
nacional nacional AQ0CS0 1
simón simón AQ0CS0 1
bolívar bolívar NCMS000 1
y y CC 0.999962
las el DA0FP0 0.970954
líneas línea NCFP000 0.97619
generales general AQ0CP0 0.581818
de de SPS00 1
el el DA0MS0 1
plan plan NCMS000 1
de de SPS00 0.999984
desarrollo desarrollo NCMS000 0.992424
económico económico AQ0MS0 1
y y CC 0.999962
social social AQ0CS0 0.995283
de de SPS00 0.999984
la el DA0FS0 0.972269
nación nación NCFS000 1
2007--2013 2007--2013 Z 1
, , Fc 1
que que CS 0.437483
en en SPS00 1
su su DP3CS0 1
vi ver VMIS1S0 1
eje eje NCMS000 1
estratégico estratégico AQ0MS0 1
“ “ Fz 1
venezuela vena NCFS00X 1
potencia potencia NCFS000 0.972603
energética energético AQ0FS0 0.482321
mundial mundial AQ0CS0 0.983871
” ” Fz 1
nos nos PP1CP000 0.935743
señala señalar VMIP3S0 0.994868
como como CS 0.999289
una uno DI0FS0 0.951575
de de SPS00 0.999984
sus su DP3CP0 0.999692
estrategias estrategia NCFP000 1
políticas político AQ0FP0 0.972603
el el DA0MS0 1
propiciar propiciar VMN0000 1
el el DA0MS0 1
uso uso NCMS000 0.98913
de de SPS00 0.999984
fuentes fuente NCFP000 1
de de SPS00 0.999984
energías energía NCFP000 1
alternas alterno AQ0FP0 0.97439
; ; Fx 1
hemos haber VAIP1P0 0.99061
pensado pensar VMP00SM 1
que que CS 0.437483
en en SPS00 1
ésta este PD0FS000 1
época época NCFS000 1
de de SPS00 0.999984
crisis crisis NCFN000 1
energética energético AQ0FS0 0.482321
, , Fc 1
plantear plantear VMN0000 1
nos nos PP1CP000 1
la el DA0FS0 0.972269
realización realización NCFS000 1
de de SPS00 0.999984
un uno DI0MS0 0.987295
proyecto proyecto NCMS000 0.986111
de de SPS00 0.999984
investigación investigación NCFS000 1
para para SPS00 0.999103
promover promover VMN0000 1
el el DA0MS0 1
ahorro ahorro NCMS000 0.973453
energético energético AQ0MS0 1
con con SPS00 1
la el DA0FS0 0.972269
instalación instalación NCFS000 1
de de SPS00 0.999984
postes poste NCMP000 1
de de SPS00 0.999984
alumbrado alumbrado NCMS000 0.358227
, , Fc 1
alimentados alimentar VMP00PM 1
por por SPS00 1
paneles panel NCMP000 1
fotovoltaicos fotovoltaico AQ0MP0 1
en en SPS00 1
las el DA0FP0 0.970954
calles calle NCFP000 0.990196
internas interno AQ0FP0 0.505278
de de SPS00 0.999984
la el DA0FS0 0.972269
refinería refinería NCFS000 1
puerto puerto NCMS000 1
la el DA0FS0 0.972269
cruz cruz NCFS000 1
en en SPS00 1
el el DA0MS0 1
municipio municipio NCMS000 1
sotillo soto NCMS00D 1
de de SPS00 1
el el DA0MS0 1
estado estado NCMS000 0.665746
anzoátegui anzoátegui VMIS1S0 0.499989
. . Fp 1
